"Date","Price","Open","High","Low","Vol.","Change %"
"12/22/2021","4.0868","4.0942","4.1096","4.0817","","-0.09%"
"12/21/2021","4.0905","4.1045","4.1107","4.0873","","-0.20%"
"12/20/2021","4.0988","4.1213","4.1272","4.0943","","-0.43%"
"12/17/2021","4.1166","4.0884","4.1259","4.0784","","0.77%"
"12/16/2021","4.0850","4.0929","4.1033","4.0778","","-0.09%"
"12/15/2021","4.0886","4.1102","4.1248","4.0881","","-0.44%"
"12/14/2021","4.1066","4.1102","4.1206","4.0888","","-0.02%"
"12/13/2021","4.1075","4.0809","4.1134","4.0787","","0.76%"
"12/10/2021","4.0764","4.0760","4.1029","4.0708","","0.14%"
"12/09/2021","4.0709","4.0666","4.0884","4.0601","","0.21%"
"12/08/2021","4.0622","4.0675","4.0796","4.0486","","-0.02%"
"12/07/2021","4.0630","4.0711","4.0945","4.0637","","-0.05%"
"12/06/2021","4.0652","4.0644","4.0842","4.0549","","0.12%"
"12/03/2021","4.0604","4.0693","4.0946","4.0506","","-0.11%"
"12/02/2021","4.0649","4.0833","4.0893","4.0473","","-0.36%"
"12/01/2021","4.0794","4.1081","4.1173","4.0641","","-0.59%"
"11/30/2021","4.1036","4.1445","4.1540","4.0966","","-0.91%"
"11/29/2021","4.1412","4.1637","4.1792","4.1426","","-0.34%"
"11/26/2021","4.1553","4.1711","4.1939","4.1556","","-0.24%"
"11/25/2021","4.1652","4.1773","4.1812","4.1556","","-0.18%"
"11/24/2021","4.1729","4.1810","4.1911","4.1556","","-0.10%"
"11/23/2021","4.1770","4.1883","4.2036","4.1719","","-0.18%"
"11/22/2021","4.1845","4.1617","4.1958","4.1527","","0.63%"
"11/19/2021","4.1581","4.1065","4.1681","4.1006","","1.35%"
"11/18/2021","4.1029","4.1182","4.1215","4.1002","","-0.29%"
"11/17/2021","4.1150","4.1124","4.1283","4.1028","","0.15%"
"11/16/2021","4.1090","4.0823","4.1178","4.0771","","0.75%"
"11/15/2021","4.0786","4.0532","4.0881","4.0368","","0.77%"
"11/12/2021","4.0476","4.0481","4.0652","4.0405","","0.05%"
"11/11/2021","4.0454","4.0166","4.0520","4.0086","","0.82%"
"11/10/2021","4.0125","3.9604","4.0226","3.9573","","1.43%"
"11/09/2021","3.9559","3.9637","3.9729","3.9522","","-0.09%"
"11/08/2021","3.9595","3.9774","3.9834","3.9552","","-0.32%"
"11/05/2021","3.9723","3.9837","4.0093","3.9714","","-0.06%"
"11/04/2021","3.9748","3.9459","3.9973","3.9423","","0.81%"
"11/03/2021","3.9427","3.9802","3.9841","3.9439","","-0.84%"
"11/02/2021","3.9760","3.9774","3.9888","3.9646","","0.05%"
"11/01/2021","3.9739","3.9890","4.0008","3.9741","","-0.25%"
"10/29/2021","3.9837","3.9600","4.0003","3.9509","","0.68%"
"10/28/2021","3.9566","3.9826","3.9999","3.9498","","-0.56%"
"10/27/2021","3.9790","3.9748","3.9906","3.9675","","0.17%"
"10/26/2021","3.9723","3.9743","3.9857","3.9550","","0.02%"
"10/25/2021","3.9717","3.9532","3.9861","3.9406","","0.56%"
"10/22/2021","3.9496","3.9604","3.9662","3.9480","","-0.16%"
"10/21/2021","3.9561","3.9328","3.9681","3.9265","","0.68%"
"10/20/2021","3.9293","3.9364","3.9535","3.9289","","-0.03%"
"10/19/2021","3.9303","3.9515","3.9529","3.9182","","-0.45%"
"10/18/2021","3.9480","3.9397","3.9609","3.9290","","0.30%"
"10/15/2021","3.9361","3.9395","3.9524","3.9274","","0.01%"
"10/14/2021","3.9358","3.9446","3.9555","3.9313","","-0.12%"
"10/13/2021","3.9407","3.9739","3.9792","3.9415","","-0.74%"
"10/12/2021","3.9701","3.9731","3.9786","3.9602","","0.01%"
"10/11/2021","3.9698","3.9801","3.9975","3.9590","","-0.08%"
"10/08/2021","3.9728","3.9678","4.0007","3.9615","","0.22%"
"10/07/2021","3.9642","3.9358","3.9692","3.9272","","0.80%"
"10/06/2021","3.9328","3.9710","4.0090","3.9335","","-0.89%"
"10/05/2021","3.9680","3.9550","3.9858","3.9464","","0.43%"
"10/04/2021","3.9512","3.9474","3.9598","3.9225","","0.17%"
"10/01/2021","3.9446","3.9793","3.9918","3.9430","","-0.80%"
"09/30/2021","3.9763","3.9956","4.0167","3.9582","","-0.41%"
"09/29/2021","3.9926","3.9676","3.9993","3.9597","","0.71%"
"09/28/2021","3.9646","3.9309","3.9746","3.9276","","0.95%"
"09/27/2021","3.9271","3.9300","3.9390","3.9209","","0.09%"
"09/24/2021","3.9236","3.9297","3.9427","3.9209","","-0.09%"
"09/23/2021","3.9270","3.9541","3.9604","3.9186","","-0.61%"
"09/22/2021","3.9510","3.9409","3.9601","3.9288","","0.35%"
"09/21/2021","3.9371","3.9275","3.9481","3.9191","","0.34%"
"09/20/2021","3.9239","3.9155","3.9349","3.9104","","0.32%"
"09/17/2021","3.9113","3.8877","3.9205","3.8821","","0.68%"
"09/16/2021","3.8850","3.8631","3.9002","3.8572","","0.66%"
"09/15/2021","3.8594","3.8523","3.8718","3.8442","","0.26%"
"09/14/2021","3.8493","3.8530","3.8614","3.8405","","-0.01%"
"09/13/2021","3.8495","3.8462","3.8666","3.8421","","0.14%"
"09/10/2021","3.8441","3.8435","3.8504","3.8351","","0.10%"
"09/09/2021","3.8401","3.8239","3.8529","3.8170","","0.50%"
"09/08/2021","3.8210","3.8091","3.8307","3.8051","","0.39%"
"09/07/2021","3.8061","3.8110","3.8194","3.8015","","-0.03%"
"09/06/2021","3.8071","3.7936","3.8184","3.7891","","0.45%"
"09/03/2021","3.7900","3.8008","3.8078","3.7865","","-0.20%"
"09/02/2021","3.7977","3.8071","3.8150","3.7977","","-0.14%"
"09/01/2021","3.8032","3.8305","3.8412","3.7963","","-0.63%"
"08/31/2021","3.8273","3.8661","3.8720","3.8173","","-0.92%"
"08/30/2021","3.8627","3.8795","3.8846","3.8609","","-0.34%"
"08/27/2021","3.8758","3.8930","3.9037","3.8750","","-0.39%"
"08/26/2021","3.8910","3.8850","3.8977","3.8794","","0.22%"
"08/25/2021","3.8824","3.8909","3.9063","3.8821","","-0.12%"
"08/24/2021","3.8872","3.9019","3.9129","3.8850","","-0.31%"
"08/23/2021","3.8993","3.9172","3.9230","3.8983","","-0.37%"
"08/20/2021","3.9137","3.9267","3.9368","3.9138","","-0.22%"
"08/19/2021","3.9224","3.8904","3.9313","3.8866","","0.89%"
"08/18/2021","3.8877","3.8977","3.9021","3.8775","","-0.19%"
"08/17/2021","3.8952","3.8727","3.9017","3.8696","","0.65%"
"08/16/2021","3.8699","3.8718","3.8821","3.8668","","0.03%"
"08/13/2021","3.8688","3.9021","3.9048","3.8672","","-0.76%"
"08/12/2021","3.8984","3.9023","3.9153","3.8933","","0.01%"
"08/11/2021","3.8982","3.9053","3.9227","3.8934","","-0.09%"
"08/10/2021","3.9017","3.8897","3.9119","3.8817","","0.39%"
"08/09/2021","3.8867","3.8886","3.8993","3.8774","","-0.03%"
"08/06/2021","3.8880","3.8417","3.8948","3.8345","","1.31%"
"08/05/2021","3.8378","3.8405","3.8579","3.8324","","0.03%"
"08/04/2021","3.8366","3.8385","3.8469","3.8096","","0.06%"
"08/03/2021","3.8343","3.8408","3.8454","3.8264","","-0.07%"
"08/02/2021","3.8369","3.8489","3.8540","3.8282","","-0.19%"
"07/30/2021","3.8441","3.8450","3.8591","3.8319","","0.05%"
"07/29/2021","3.8420","3.8816","3.8844","3.8417","","-0.92%"
"07/28/2021","3.8777","3.8911","3.9084","3.8791","","-0.30%"
"07/27/2021","3.8892","3.8918","3.9090","3.8777","","0.02%"
"07/26/2021","3.8885","3.8844","3.9025","3.8811","","0.20%"
"07/23/2021","3.8806","3.8787","3.8921","3.8723","","0.15%"
"07/22/2021","3.8748","3.8809","3.8893","3.8538","","-0.05%"
"07/21/2021","3.8768","3.8983","3.9153","3.8756","","-0.43%"
"07/20/2021","3.8937","3.8956","3.9128","3.8905","","0.05%"
"07/19/2021","3.8918","3.8835","3.9027","3.8761","","0.32%"
"07/16/2021","3.8794","3.8795","3.8932","3.8721","","0.09%"
"07/15/2021","3.8758","3.8558","3.8878","3.8538","","0.62%"
"07/14/2021","3.8521","3.8876","3.9011","3.8540","","-0.82%"
"07/13/2021","3.8838","3.8393","3.8914","3.8323","","1.26%"
"07/12/2021","3.8354","3.8284","3.8505","3.8212","","0.25%"
"07/09/2021","3.8259","3.8361","3.8468","3.8252","","-0.13%"
"07/08/2021","3.8309","3.8451","3.8540","3.8296","","-0.24%"
"07/07/2021","3.8402","3.8171","3.8517","3.8113","","0.72%"
"07/06/2021","3.8129","3.7952","3.8217","3.7806","","0.63%"
"07/05/2021","3.7892","3.8014","3.8120","3.7888","","-0.18%"
"07/02/2021","3.7960","3.8119","3.8363","3.7974","","-0.32%"
"07/01/2021","3.8083","3.8129","3.8235","3.7936","","-0.03%"
"06/30/2021","3.8093","3.7991","3.8223","3.7878","","0.35%"
"06/29/2021","3.7961","3.7748","3.8059","3.7710","","0.65%"
"06/28/2021","3.7717","3.7823","3.7910","3.7696","","-0.23%"
"06/25/2021","3.7803","3.7869","3.7916","3.7676","","-0.08%"
"06/24/2021","3.7834","3.8017","3.8078","3.7800","","-0.39%"
"06/23/2021","3.7982","3.7803","3.8110","3.7750","","0.56%"
"06/22/2021","3.7771","3.7987","3.8204","3.7775","","-0.49%"
"06/21/2021","3.7957","3.8372","3.8449","3.7960","","-0.91%"
"06/18/2021","3.8307","3.8292","3.8471","3.8111","","0.11%"
"06/17/2021","3.8263","3.7743","3.8341","3.7675","","1.49%"
"06/16/2021","3.7703","3.7342","3.7766","3.7160","","1.05%"
"06/15/2021","3.7310","3.7239","3.7422","3.7195","","0.30%"
"06/14/2021","3.7198","3.7159","3.7332","3.7046","","0.19%"
"06/11/2021","3.7127","3.6721","3.7241","3.6647","","1.25%"
"06/10/2021","3.6670","3.6738","3.6898","3.6629","","-0.10%"
"06/09/2021","3.6707","3.6661","3.6778","3.6492","","0.19%"
"06/08/2021","3.6638","3.6662","3.6758","3.6592","","0.08%"
"06/07/2021","3.6608","3.6655","3.6778","3.6593","","-0.03%"
"06/04/2021","3.6620","3.6788","3.6965","3.6623","","-0.38%"
"06/03/2021","3.6761","3.6504","3.6846","3.6470","","0.77%"
"06/02/2021","3.6479","3.6514","3.6767","3.6470","","0.00%"
"06/01/2021","3.6479","3.6628","3.6689","3.6400","","-0.27%"
"05/31/2021","3.6578","3.6777","3.6853","3.6601","","-0.48%"
"05/28/2021","3.6754","3.6818","3.6981","3.6714","","-0.11%"
"05/27/2021","3.6793","3.6902","3.6995","3.6709","","-0.19%"
"05/26/2021","3.6864","3.6598","3.6968","3.6525","","0.80%"
"05/25/2021","3.6571","3.6692","3.6730","3.6532","","-0.26%"
"05/24/2021","3.6667","3.6922","3.6941","3.6653","","-0.56%"
"05/21/2021","3.6873","3.6746","3.7001","3.6697","","0.42%"
"05/20/2021","3.6718","3.7154","3.7206","3.6721","","-1.07%"
"05/19/2021","3.7116","3.6995","3.7212","3.6916","","0.45%"
"05/18/2021","3.6951","3.7254","3.7310","3.6938","","-0.77%"
"05/17/2021","3.7238","3.7313","3.7429","3.7206","","-0.10%"
"05/14/2021","3.7276","3.7478","3.7534","3.7234","","-0.46%"
"05/13/2021","3.7449","3.7734","3.7757","3.7387","","-0.66%"
"05/12/2021","3.7697","3.7471","3.7770","3.7352","","0.70%"
"05/11/2021","3.7434","3.7601","3.7708","3.7346","","-0.36%"
"05/10/2021","3.7569","3.7427","3.7671","3.7376","","0.48%"
"05/07/2021","3.7389","3.7875","3.8021","3.7394","","-1.21%"
"05/06/2021","3.7847","3.8084","3.8208","3.7857","","-0.53%"
"05/05/2021","3.8050","3.7940","3.8220","3.7846","","0.38%"
"05/04/2021","3.7906","3.7689","3.8045","3.7620","","0.69%"
"05/03/2021","3.7648","3.7920","3.7975","3.7627","","-0.65%"
"04/30/2021","3.7895","3.7693","3.7963","3.7582","","0.62%"
"04/29/2021","3.7660","3.7750","3.7857","3.7601","","-0.17%"
"04/28/2021","3.7726","3.7802","3.8087","3.7710","","-0.13%"
"04/27/2021","3.7776","3.7715","3.7887","3.7689","","0.24%"
"04/26/2021","3.7684","3.7673","3.7822","3.7569","","0.18%"
"04/23/2021","3.7616","3.7982","3.8029","3.7626","","-0.87%"
"04/22/2021","3.7945","3.7850","3.8061","3.7745","","0.35%"
"04/21/2021","3.7812","3.7817","3.8033","3.7771","","0.06%"
"04/20/2021","3.7788","3.7826","3.7901","3.7688","","-0.03%"
"04/19/2021","3.7798","3.7915","3.8090","3.7727","","-0.19%"
"04/16/2021","3.7869","3.8033","3.8132","3.7861","","-0.35%"
"04/15/2021","3.8001","3.8015","3.8145","3.7952","","0.03%"
"04/14/2021","3.7988","3.8193","3.8238","3.7980","","-0.45%"
"04/13/2021","3.8160","3.8057","3.8455","3.7983","","0.37%"
"04/12/2021","3.8020","3.8068","3.8191","3.7938","","-0.04%"
"04/09/2021","3.8034","3.8137","3.8365","3.8003","","-0.19%"
"04/08/2021","3.8105","3.8539","3.8579","3.8080","","-1.03%"
"04/07/2021","3.8502","3.8687","3.8777","3.8318","","-0.41%"
"04/06/2021","3.8660","3.8849","3.9046","3.8661","","-0.37%"
"04/05/2021","3.8802","3.9086","3.9241","3.8785","","-0.61%"
"04/02/2021","3.9041","3.8953","3.9216","3.8872","","0.28%"
"04/01/2021","3.8933","3.9481","3.9577","3.8930","","-1.31%"
"03/31/2021","3.9451","3.9754","3.9849","3.9395","","-0.69%"
"03/30/2021","3.9725","3.9637","3.9810","3.9548","","0.30%"
"03/29/2021","3.9607","3.9341","3.9732","3.9242","","0.81%"
"03/26/2021","3.9290","3.9409","3.9509","3.9251","","-0.22%"
"03/25/2021","3.9376","3.9178","3.9473","3.9120","","0.56%"
"03/24/2021","3.9158","3.8977","3.9234","3.8918","","0.52%"
"03/23/2021","3.8955","3.8521","3.9030","3.8459","","1.19%"
"03/22/2021","3.8496","3.8765","3.8951","3.8449","","-0.61%"
"03/19/2021","3.8734","3.8781","3.8930","3.8656","","-0.03%"
"03/18/2021","3.8744","3.8375","3.8867","3.8321","","1.04%"
"03/17/2021","3.8344","3.8616","3.8844","3.8340","","-0.65%"
"03/16/2021","3.8594","3.8456","3.8675","3.8424","","0.40%"
"03/15/2021","3.8441","3.8340","3.8558","3.8268","","0.31%"
"03/12/2021","3.8324","3.8253","3.8562","3.8214","","0.24%"
"03/11/2021","3.8231","3.8335","3.8435","3.8130","","-0.20%"
"03/10/2021","3.8307","3.8379","3.8559","3.8314","","-0.13%"
"03/09/2021","3.8357","3.8807","3.8872","3.8342","","-1.12%"
"03/08/2021","3.8790","3.8514","3.8846","3.8409","","0.86%"
"03/05/2021","3.8459","3.8128","3.8633","3.8085","","0.95%"
"03/04/2021","3.8096","3.7685","3.8191","3.7613","","1.14%"
"03/03/2021","3.7665","3.7564","3.7788","3.7456","","0.33%"
"03/02/2021","3.7542","3.7624","3.7854","3.7528","","-0.16%"
"03/01/2021","3.7603","3.7424","3.7690","3.7299","","0.56%"
"02/26/2021","3.7392","3.7146","3.7497","3.7064","","0.76%"
"02/25/2021","3.7111","3.7034","3.7220","3.6803","","0.28%"
"02/24/2021","3.7009","3.7094","3.7342","3.6997","","-0.16%"
"02/23/2021","3.7070","3.6986","3.7156","3.6903","","0.29%"
"02/22/2021","3.6962","3.7011","3.7196","3.6930","","-0.05%"
"02/19/2021","3.6982","3.7125","3.7173","3.6902","","-0.32%"
"02/18/2021","3.7102","3.7304","3.7374","3.7103","","-0.48%"
"02/17/2021","3.7282","3.7142","3.7439","3.7095","","0.45%"
"02/16/2021","3.7115","3.6976","3.7186","3.6844","","0.47%"
"02/15/2021","3.6941","3.7106","3.7146","3.6923","","-0.33%"
"02/12/2021","3.7062","3.7120","3.7287","3.7066","","-0.09%"
"02/11/2021","3.7096","3.7066","3.7193","3.7001","","0.15%"
"02/10/2021","3.7041","3.6925","3.7116","3.6818","","0.37%"
"02/09/2021","3.6906","3.7148","3.7204","3.6906","","-0.58%"
"02/08/2021","3.7121","3.7231","3.7355","3.7091","","-0.14%"
"02/05/2021","3.7174","3.7626","3.7676","3.7185","","-1.13%"
"02/04/2021","3.7600","3.7283","3.7676","3.7234","","0.90%"
"02/03/2021","3.7264","3.7215","3.7441","3.7147","","0.20%"
"02/02/2021","3.7190","3.7401","3.7470","3.7185","","-0.46%"
"02/01/2021","3.7363","3.7248","3.7438","3.7208","","0.40%"
"01/29/2021","3.7215","3.7467","3.7579","3.7183","","-0.62%"
"01/28/2021","3.7446","3.7558","3.7731","3.7380","","-0.24%"
"01/27/2021","3.7537","3.7380","3.7761","3.7328","","0.49%"
"01/26/2021","3.7354","3.7397","3.7566","3.7337","","-0.04%"
"01/25/2021","3.7370","3.7301","3.7493","3.7220","","0.27%"
"01/22/2021","3.7268","3.7255","3.7371","3.7195","","0.16%"
"01/21/2021","3.7208","3.7450","3.7483","3.7213","","-0.53%"
"01/20/2021","3.7407","3.7389","3.7536","3.7246","","0.11%"
"01/19/2021","3.7367","3.7574","3.7620","3.7323","","-0.44%"
"01/18/2021","3.7531","3.7566","3.7748","3.7494","","0.01%"
"01/15/2021","3.7528","3.7371","3.7625","3.7331","","0.52%"
"01/14/2021","3.7333","3.7340","3.7576","3.7264","","0.07%"
"01/13/2021","3.7307","3.7036","3.7392","3.6986","","0.81%"
"01/12/2021","3.7008","3.7269","3.7317","3.7013","","-0.60%"
"01/11/2021","3.7230","3.6906","3.7343","3.6890","","0.93%"
"01/08/2021","3.6886","3.6827","3.7032","3.6725","","0.26%"
"01/07/2021","3.6792","3.6714","3.6959","3.6609","","0.34%"
"01/06/2021","3.6667","3.6865","3.6936","3.6516","","-0.43%"
"01/05/2021","3.6825","3.7183","3.7234","3.6809","","-0.88%"
"01/04/2021","3.7151","3.7408","3.7417","3.6887","","-0.59%"
"01/01/2021","3.7371","3.7327","3.7420","3.7256","","0.27%"
"12/31/2020","3.7271","3.7260","3.7620","3.6997","","0.19%"
"12/30/2020","3.7200","3.7036","3.7461","3.6748","","0.52%"
"12/29/2020","3.7008","3.6818","3.7282","3.6565","","0.62%"
"12/28/2020","3.6781","3.6978","3.7093","3.6614","","-0.43%"
"12/25/2020","3.6938","3.6970","3.7057","3.6897","","0.06%"
"12/24/2020","3.6915","3.6955","3.7030","3.6835","","0.00%"
"12/23/2020","3.6915","3.7057","3.7095","3.6827","","-0.30%"
"12/22/2020","3.7025","3.6690","3.7115","3.6670","","1.03%"
"12/21/2020","3.6646","3.6497","3.7322","3.6497","","0.56%"
"12/18/2020","3.6443","3.6193","3.6874","3.6153","","0.79%"
"12/17/2020","3.6159","3.6366","3.6421","3.6161","","-0.46%"
"12/16/2020","3.6327","3.6546","3.6641","3.6260","","-0.51%"
"12/15/2020","3.6515","3.6548","3.6675","3.6448","","0.02%"
"12/14/2020","3.6507","3.6686","3.6846","3.6400","","-0.49%"
"12/11/2020","3.6688","3.6472","3.6776","3.6376","","0.74%"
"12/10/2020","3.6419","3.6707","3.6727","3.6411","","-0.72%"
"12/09/2020","3.6683","3.6758","3.6811","3.6425","","-0.13%"
"12/08/2020","3.6730","3.6924","3.7115","3.6718","","-0.46%"
"12/07/2020","3.6901","3.6900","3.7113","3.6744","","0.16%"
"12/04/2020","3.6842","3.6798","3.6941","3.6702","","0.23%"
"12/03/2020","3.6758","3.6941","3.7090","3.6717","","-0.40%"
"12/02/2020","3.6907","3.6855","3.7225","3.6792","","0.27%"
"12/01/2020","3.6806","3.7562","3.7582","3.6811","","-1.93%"
"11/30/2020","3.7532","3.7499","3.7582","3.7258","","0.32%"
"11/27/2020","3.7411","3.7563","3.7724","3.7448","","-0.33%"
"11/26/2020","3.7535","3.7482","3.7662","3.7390","","0.23%"
"11/25/2020","3.7447","3.7521","3.7668","3.7422","","-0.12%"
"11/24/2020","3.7491","3.7758","3.7787","3.7494","","-0.65%"
"11/23/2020","3.7737","3.7713","3.7949","3.7519","","0.21%"
"11/20/2020","3.7659","3.7619","3.7748","3.7547","","0.20%"
"11/19/2020","3.7584","3.7682","3.7929","3.7582","","-0.20%"
"11/18/2020","3.7659","3.7849","3.7903","3.7565","","-0.41%"
"11/17/2020","3.7814","3.7739","3.7957","3.7657","","0.29%"
"11/16/2020","3.7703","3.7882","3.7985","3.7627","","-0.39%"
"11/13/2020","3.7851","3.8041","3.8138","3.7847","","-0.45%"
"11/12/2020","3.8021","3.8068","3.8203","3.7913","","-0.04%"
"11/11/2020","3.8036","3.8061","3.8212","3.7954","","-0.01%"
"11/10/2020","3.8039","3.7967","3.8254","3.7808","","0.21%"
"11/09/2020","3.7959","3.7945","3.8035","3.7468","","0.14%"
"11/06/2020","3.7905","3.8289","3.8431","3.7859","","-0.92%"
"11/05/2020","3.8257","3.8749","3.8799","3.8038","","-1.18%"
"11/04/2020","3.8713","3.8762","3.9555","3.8545","","-0.05%"
"11/03/2020","3.8733","3.9527","3.9583","3.8688","","-1.95%"
"11/02/2020","3.9505","3.9558","3.9736","3.9446","","-0.05%"
"10/30/2020","3.9524","3.9612","3.9711","3.9446","","-0.19%"
"10/29/2020","3.9600","3.9447","3.9718","3.9283","","0.46%"
"10/28/2020","3.9420","3.8890","3.9564","3.8852","","1.40%"
"10/27/2020","3.8876","3.8774","3.8925","3.8656","","0.36%"
"10/26/2020","3.8737","3.8518","3.8863","3.8484","","0.64%"
"10/23/2020","3.8489","3.8705","3.8901","3.8482","","-0.54%"
"10/22/2020","3.8698","3.8525","3.8837","3.8486","","0.60%"
"10/21/2020","3.8467","3.8594","3.8800","3.8372","","-0.24%"
"10/20/2020","3.8560","3.8879","3.9011","3.8526","","-0.70%"
"10/19/2020","3.8830","3.8812","3.8907","3.8717","","0.17%"
"10/16/2020","3.8763","3.8882","3.9056","3.8679","","-0.20%"
"10/15/2020","3.8841","3.8440","3.9014","3.8365","","1.09%"
"10/14/2020","3.8422","3.8270","3.8552","3.8180","","0.45%"
"10/13/2020","3.8250","3.7733","3.8338","3.7695","","1.48%"
"10/12/2020","3.7691","3.7778","3.8042","3.7702","","-0.16%"
"10/09/2020","3.7751","3.8180","3.8223","3.7693","","-1.07%"
"10/08/2020","3.8159","3.8114","3.8266","3.7991","","0.19%"
"10/07/2020","3.8087","3.8268","3.8318","3.8024","","-0.40%"
"10/06/2020","3.8239","3.8152","3.8301","3.7946","","0.29%"
"10/05/2020","3.8129","3.8456","3.8473","3.8044","","-0.73%"
"10/02/2020","3.8410","3.8154","3.8540","3.8111","","0.75%"
"10/01/2020","3.8125","3.8670","3.8694","3.8052","","-1.34%"
"09/30/2020","3.8643","3.8549","3.8921","3.8479","","0.32%"
"09/29/2020","3.8521","3.9316","3.9417","3.8477","","-1.91%"
"09/28/2020","3.9273","3.9139","3.9383","3.8949","","0.48%"
"09/25/2020","3.9085","3.9019","3.9254","3.8903","","0.20%"
"09/24/2020","3.9007","3.8731","3.9218","3.8623","","0.77%"
"09/23/2020","3.8708","3.8342","3.8777","3.8263","","1.09%"
